timestamp,metric_name,value,unit
2026-03-22T00:00:00Z,FreeStorageSpace,2147483648,Bytes
2026-03-22T06:00:00Z,FreeStorageSpace,1932735283,Bytes
2026-03-22T12:00:00Z,FreeStorageSpace,1717986918,Bytes
2026-03-22T18:00:00Z,FreeStorageSpace,1503238553,Bytes
2026-03-23T00:00:00Z,FreeStorageSpace,1288490188,Bytes
2026-03-23T06:00:00Z,FreeStorageSpace,1073741824,Bytes
2026-03-23T12:00:00Z,FreeStorageSpace,751619276,Bytes
2026-03-23T18:00:00Z,FreeStorageSpace,429496729,Bytes
2026-03-24T00:00:00Z,FreeStorageSpace,214748364,Bytes
2026-03-24T06:00:00Z,FreeStorageSpace,107374182,Bytes
2026-03-24T12:00:00Z,FreeStorageSpace,10485760,Bytes
2026-03-24T13:48:00Z,FreeStorageSpace,1048576,Bytes
2026-03-24T14:02:00Z,FreeStorageSpace,0,Bytes
2026-03-24T14:15:00Z,FreeStorageSpace,0,Bytes
2026-03-22T00:00:00Z,DatabaseConnections,42,Count
2026-03-22T12:00:00Z,DatabaseConnections,87,Count
2026-03-23T00:00:00Z,DatabaseConnections,38,Count
2026-03-23T12:00:00Z,DatabaseConnections,91,Count
2026-03-24T00:00:00Z,DatabaseConnections,35,Count
2026-03-24T12:00:00Z,DatabaseConnections,94,Count
2026-03-24T14:02:00Z,DatabaseConnections,94,Count
2026-03-24T14:15:00Z,DatabaseConnections,97,Count
2026-03-22T00:00:00Z,WriteIOPS,120,Count/Second
2026-03-22T12:00:00Z,WriteIOPS,340,Count/Second
2026-03-23T00:00:00Z,WriteIOPS,115,Count/Second
2026-03-23T12:00:00Z,WriteIOPS,355,Count/Second
2026-03-24T00:00:00Z,WriteIOPS,122,Count/Second
2026-03-24T12:00:00Z,WriteIOPS,367,Count/Second
2026-03-24T13:48:00Z,WriteIOPS,412,Count/Second
2026-03-24T14:02:00Z,WriteIOPS,0,Count/Second
2026-03-24T14:15:00Z,WriteIOPS,0,Count/Second
2026-03-22T00:00:00Z,CPUUtilization,18.3,Percent
2026-03-22T12:00:00Z,CPUUtilization,42.7,Percent
2026-03-23T12:00:00Z,CPUUtilization,44.1,Percent
2026-03-24T12:00:00Z,CPUUtilization,45.8,Percent
2026-03-24T13:48:00Z,CPUUtilization,62.3,Percent
2026-03-24T14:02:00Z,CPUUtilization,12.1,Percent
2026-03-24T14:15:00Z,CPUUtilization,8.4,Percent
