timestamp,metric_name,value,unit
2026-03-24T10:30:00Z,lambda_invocations,1,Count
2026-03-24T10:35:00Z,lambda_invocations,1,Count
2026-03-24T10:40:00Z,lambda_invocations,1,Count
2026-03-24T10:45:00Z,lambda_invocations,1,Count
2026-03-24T10:50:00Z,lambda_invocations,1,Count
2026-03-24T10:55:00Z,lambda_invocations,1,Count
2026-03-24T11:00:00Z,lambda_invocations,1,Count
2026-03-24T11:30:00Z,lambda_invocations,1,Count
2026-03-24T11:35:00Z,lambda_invocations,1,Count
2026-03-24T11:40:00Z,lambda_invocations,1,Count
2026-03-24T10:30:00Z,lambda_errors,0,Count
2026-03-24T10:35:00Z,lambda_errors,0,Count
2026-03-24T10:40:00Z,lambda_errors,0,Count
2026-03-24T10:45:00Z,lambda_errors,0,Count
2026-03-24T10:50:00Z,lambda_errors,0,Count
2026-03-24T10:55:00Z,lambda_errors,0,Count
2026-03-24T11:00:00Z,lambda_errors,0,Count
2026-03-24T11:30:00Z,lambda_errors,1,Count
2026-03-24T11:35:00Z,lambda_errors,1,Count
2026-03-24T11:40:00Z,lambda_errors,1,Count
2026-03-24T10:30:00Z,lambda_duration,14234,Milliseconds
2026-03-24T10:35:00Z,lambda_duration,13891,Milliseconds
2026-03-24T10:40:00Z,lambda_duration,14102,Milliseconds
2026-03-24T11:00:00Z,lambda_duration,14447,Milliseconds
2026-03-24T11:30:00Z,lambda_duration,16334,Milliseconds
2026-03-24T11:35:00Z,lambda_duration,12443,Milliseconds
2026-03-24T11:40:00Z,lambda_duration,12101,Milliseconds
2026-03-24T10:30:00Z,dynamodb_write_count,2847,Count
2026-03-24T10:35:00Z,dynamodb_write_count,2901,Count
2026-03-24T10:40:00Z,dynamodb_write_count,2788,Count
2026-03-24T11:00:00Z,dynamodb_write_count,2834,Count
2026-03-24T11:30:00Z,dynamodb_write_count,0,Count
2026-03-24T11:35:00Z,dynamodb_write_count,0,Count
2026-03-24T11:40:00Z,dynamodb_write_count,0,Count
