timestamp,metric_name,value,unit
2026-03-24T14:00:00Z,HTTPCode_Target_2XX_Count,12847,Count
2026-03-24T14:10:00Z,HTTPCode_Target_2XX_Count,13201,Count
2026-03-24T14:20:00Z,HTTPCode_Target_2XX_Count,12998,Count
2026-03-24T14:30:00Z,HTTPCode_Target_2XX_Count,13104,Count
2026-03-24T14:40:00Z,HTTPCode_Target_2XX_Count,11847,Count
2026-03-24T14:42:00Z,HTTPCode_Target_2XX_Count,0,Count
2026-03-24T14:50:00Z,HTTPCode_Target_2XX_Count,0,Count
2026-03-24T15:00:00Z,HTTPCode_Target_2XX_Count,0,Count
2026-03-24T16:00:00Z,HTTPCode_Target_2XX_Count,0,Count
2026-03-24T16:48:00Z,HTTPCode_Target_2XX_Count,0,Count
2026-03-24T14:00:00Z,HTTPCode_ELB_502_Count,0,Count
2026-03-24T14:10:00Z,HTTPCode_ELB_502_Count,0,Count
2026-03-24T14:20:00Z,HTTPCode_ELB_502_Count,0,Count
2026-03-24T14:30:00Z,HTTPCode_ELB_502_Count,0,Count
2026-03-24T14:40:00Z,HTTPCode_ELB_502_Count,2,Count
2026-03-24T14:42:00Z,HTTPCode_ELB_502_Count,1247,Count
2026-03-24T14:50:00Z,HTTPCode_ELB_502_Count,8421,Count
2026-03-24T15:00:00Z,HTTPCode_ELB_502_Count,9102,Count
2026-03-24T16:00:00Z,HTTPCode_ELB_502_Count,7834,Count
2026-03-24T16:48:00Z,HTTPCode_ELB_502_Count,8247,Count
2026-03-24T14:00:00Z,HealthyHostCount,4,Count
2026-03-24T14:10:00Z,HealthyHostCount,4,Count
2026-03-24T14:20:00Z,HealthyHostCount,4,Count
2026-03-24T14:30:00Z,HealthyHostCount,4,Count
2026-03-24T14:40:00Z,HealthyHostCount,4,Count
2026-03-24T14:42:00Z,HealthyHostCount,2,Count
2026-03-24T14:44:00Z,HealthyHostCount,0,Count
2026-03-24T14:50:00Z,HealthyHostCount,0,Count
2026-03-24T15:00:00Z,HealthyHostCount,0,Count
2026-03-24T16:00:00Z,HealthyHostCount,0,Count
2026-03-24T16:48:00Z,HealthyHostCount,0,Count
2026-03-24T14:00:00Z,UnHealthyHostCount,0,Count
2026-03-24T14:10:00Z,UnHealthyHostCount,0,Count
2026-03-24T14:20:00Z,UnHealthyHostCount,0,Count
2026-03-24T14:30:00Z,UnHealthyHostCount,0,Count
2026-03-24T14:40:00Z,UnHealthyHostCount,0,Count
2026-03-24T14:42:00Z,UnHealthyHostCount,2,Count
2026-03-24T14:44:00Z,UnHealthyHostCount,4,Count
2026-03-24T14:50:00Z,UnHealthyHostCount,4,Count
2026-03-24T15:00:00Z,UnHealthyHostCount,4,Count
2026-03-24T16:00:00Z,UnHealthyHostCount,4,Count
2026-03-24T16:48:00Z,UnHealthyHostCount,4,Count
