timestamp,metric_name,value,unit
2026-03-20T00:00:00Z,s3_get_requests,14,Count
2026-03-20T12:00:00Z,s3_get_requests,18,Count
2026-03-21T00:00:00Z,s3_get_requests,22,Count
2026-03-21T12:00:00Z,s3_get_requests,67,Count
2026-03-22T00:00:00Z,s3_get_requests,45,Count
2026-03-22T12:00:00Z,s3_get_requests,112,Count
2026-03-23T00:00:00Z,s3_get_requests,89,Count
2026-03-23T12:00:00Z,s3_get_requests,203,Count
2026-03-24T00:00:00Z,s3_get_requests,341,Count
2026-03-24T06:00:00Z,s3_get_requests,187,Count
2026-03-20T00:00:00Z,s3_4xx_errors,0,Count
2026-03-21T00:00:00Z,s3_4xx_errors,0,Count
2026-03-22T00:00:00Z,s3_4xx_errors,0,Count
2026-03-23T00:00:00Z,s3_4xx_errors,0,Count
2026-03-24T00:00:00Z,s3_4xx_errors,0,Count
2026-03-20T00:00:00Z,bytes_downloaded,42104,Bytes
2026-03-20T12:00:00Z,bytes_downloaded,54218,Bytes
2026-03-21T00:00:00Z,bytes_downloaded,66382,Bytes
2026-03-21T12:00:00Z,bytes_downloaded,201847,Bytes
2026-03-22T00:00:00Z,bytes_downloaded,135492,Bytes
2026-03-22T12:00:00Z,bytes_downloaded,337218,Bytes
2026-03-23T00:00:00Z,bytes_downloaded,268104,Bytes
2026-03-23T12:00:00Z,bytes_downloaded,611293,Bytes
2026-03-24T00:00:00Z,bytes_downloaded,1028473,Bytes
2026-03-24T06:00:00Z,bytes_downloaded,563841,Bytes
