timestamp,metric_name,value,unit
2026-04-20T00:00:00Z,InputTokenCount,1842000,Count
2026-04-20T04:00:00Z,InputTokenCount,612000,Count
2026-04-20T08:00:00Z,InputTokenCount,2413000,Count
2026-04-20T12:00:00Z,InputTokenCount,4208000,Count
2026-04-20T16:00:00Z,InputTokenCount,4740000,Count
2026-04-20T20:00:00Z,InputTokenCount,2903000,Count
2026-04-21T00:00:00Z,InputTokenCount,911000,Count
2026-04-21T01:00:00Z,InputTokenCount,88410000,Count
2026-04-21T02:00:00Z,InputTokenCount,147220000,Count
2026-04-21T03:00:00Z,InputTokenCount,208840000,Count
2026-04-21T04:00:00Z,InputTokenCount,271030000,Count
2026-04-21T05:00:00Z,InputTokenCount,332980000,Count
2026-04-21T06:00:00Z,InputTokenCount,394920000,Count
2026-04-21T07:00:00Z,InputTokenCount,456810000,Count
2026-04-21T08:00:00Z,InputTokenCount,518220000,Count
2026-04-21T09:00:00Z,InputTokenCount,580120000,Count
2026-04-21T10:00:00Z,InputTokenCount,641940000,Count
2026-04-20T00:00:00Z,InvocationClientErrors,2,Count
2026-04-20T08:00:00Z,InvocationClientErrors,0,Count
2026-04-20T16:00:00Z,InvocationClientErrors,1,Count
2026-04-21T00:00:00Z,InvocationClientErrors,0,Count
2026-04-21T04:00:00Z,InvocationClientErrors,3,Count
2026-04-21T08:00:00Z,InvocationClientErrors,1,Count
2026-04-20T00:00:00Z,active_runtime_sessions,11,Count
2026-04-20T08:00:00Z,active_runtime_sessions,34,Count
2026-04-20T16:00:00Z,active_runtime_sessions,27,Count
2026-04-20T23:00:00Z,active_runtime_sessions,6,Count
2026-04-21T01:00:00Z,active_runtime_sessions,19,Count
2026-04-21T02:00:00Z,active_runtime_sessions,38,Count
2026-04-21T03:00:00Z,active_runtime_sessions,54,Count
2026-04-21T06:00:00Z,active_runtime_sessions,78,Count
2026-04-21T09:00:00Z,active_runtime_sessions,91,Count
2026-04-21T10:00:00Z,active_runtime_sessions,92,Count
