timestamp,metric_name,value,unit
2026-04-21T22:00:00Z,EventsProcessed,42,Count
2026-04-21T22:30:00Z,EventsProcessed,0,Count
2026-04-21T23:00:00Z,EventsProcessed,0,Count
2026-04-22T00:00:00Z,EventsProcessed,0,Count
2026-04-22T03:00:00Z,EventsProcessed,0,Count
2026-04-22T06:00:00Z,EventsProcessed,0,Count
2026-04-22T09:00:00Z,EventsProcessed,0,Count
2026-04-22T11:30:00Z,EventsProcessed,0,Count
2026-04-21T22:00:00Z,FilteredEvents,0,Count
2026-04-21T22:30:00Z,FilteredEvents,8,Count
2026-04-21T23:00:00Z,FilteredEvents,18,Count
2026-04-22T00:00:00Z,FilteredEvents,34,Count
2026-04-22T03:00:00Z,FilteredEvents,112,Count
2026-04-22T06:00:00Z,FilteredEvents,201,Count
2026-04-22T09:00:00Z,FilteredEvents,480,Count
2026-04-22T11:30:00Z,FilteredEvents,640,Count
2026-04-21T22:00:00Z,TargetInvoked,42,Count
2026-04-21T22:30:00Z,TargetInvoked,0,Count
2026-04-22T11:30:00Z,TargetInvoked,0,Count
2026-04-21T22:00:00Z,TargetInvocationsFailed,0,Count
2026-04-22T11:30:00Z,TargetInvocationsFailed,0,Count
